regime,n_samples,observed_mean,predicted_mean,percent_bias,low_flow_threshold_p10,peak_flow_threshold_p95,mse,mae,rmse,nse,kge
all,875,1.764375697544643,1.797109184878213,1.8552447406254287,0.008779859542846604,7.265068483352659,4.72539371594888,0.9173835685593741,2.1737970733140846,0.5237850347770836,0.7592559937678399
low_flow_obs_le_p10,88,0.0011624775149605302,0.17419684339653363,14884.964539503215,0.008779859542846604,7.265068483352659,0.042869555784859834,0.18284799429503354,0.20704964570087975,-9414.092346925163,-156.7122491469251
middle_flow,743,1.3703459599136825,1.5103941991383745,10.219918423630297,0.008779859542846604,7.265068483352659,2.339230869519953,0.7955926728120242,1.5294544352545953,0.22480091005191216,0.5554829033903046
peak_flow_obs_ge_p95,44,11.944531570781361,9.884507377039302,-17.246588378411396,0.008779859542846604,7.265068483352659,54.38405555665627,4.44306007027626,7.3745546005610585,-0.6043691424068542,0.15734815758299836
