metric,n_catchments,min,p25,median,p75,max,fraction_below_0,fraction_above_0p5,fraction_above_0p7
kge,10,-6.240176713442258,-0.11402941688819002,0.5448080043356356,0.6791809506777449,0.7977728138111069,0.3,0.5,0.3
