run_dir,mse,mae,rmse,nse,kge
output/transformer_MSE_T1/seq120_hidden064_batch128_lr0p001_drop0p2,7.17893005708234,1.0624079919542586,2.6793525443812616,0.2765229453934036,0.6264896264846982
