regime,n_samples,observed_mean,predicted_mean,percent_bias,low_flow_threshold_p10,peak_flow_threshold_p95,mse,mae,rmse,nse,kge
all,875,1.764375697544643,2.1828451704297747,23.717707825350704,0.008779859542846604,7.265068483352659,5.1782313683472685,0.9607486953735351,2.275572756109386,0.4781490349321008,0.6596976836082824
low_flow_obs_le_p10,88,0.0011624775149605302,0.6157178634946997,52866.0019717117,0.008779859542846604,7.265068483352659,0.4232722746205575,0.6155697974291715,0.6505937861834814,-92958.85182223523,-536.8180343748697
middle_flow,743,1.3703459599136825,1.8722620798152034,36.62696388969808,0.008779859542846604,7.265068483352659,2.988907372583947,0.8196484322182103,1.7288456763354985,0.009504232627671194,0.37340650916947127
peak_flow_obs_ge_p95,44,11.944531570781361,10.561718791723251,-11.576952774278212,0.008779859542846604,7.265068483352659,51.657870666076775,4.033776844089682,7.1873410010988605,-0.5239447078888171,0.2643210657984315
