metric,n_catchments,min,p25,median,p75,max,fraction_below_0,fraction_above_0p5,fraction_above_0p7
kge,10,-20.36559916628891,-0.16309306609875684,0.46925585900043965,0.8128045532170152,0.9481264551604084,0.4,0.5,0.4
