regime,n_samples,observed_mean,predicted_mean,percent_bias,low_flow_threshold_p10,peak_flow_threshold_p95,mse,mae,rmse,nse,kge,model_label
all,875,1.764375697544643,1.797109184878213,1.8552447406254287,0.008779859542846604,7.265068483352659,4.72539371594888,0.9173835685593741,2.1737970733140846,0.5237850347770836,0.7592559937678399,LSTM
low_flow_obs_le_p10,88,0.0011624775149605302,0.17419684339653363,14884.964539503215,0.008779859542846604,7.265068483352659,0.042869555784859834,0.18284799429503354,0.20704964570087975,-9414.092346925163,-156.7122491469251,LSTM
middle_flow,743,1.3703459599136825,1.5103941991383745,10.219918423630297,0.008779859542846604,7.265068483352659,2.3392308695199526,0.7955926728120242,1.5294544352545951,0.22480091005191238,0.5554829033903044,LSTM
peak_flow_obs_ge_p95,44,11.944531570781361,9.884507377039302,-17.246588378411396,0.008779859542846604,7.265068483352659,54.38405555665631,4.44306007027626,7.374554600561061,-0.6043691424068542,0.15734815758299825,LSTM
all,875,1.764375697544643,2.0507929616655622,16.23334896980876,0.008779859542846604,7.265068483352659,7.17893005708234,1.0624079919542586,2.6793525443812616,0.2765229453934036,0.6264896264846987,Transformer
low_flow_obs_le_p10,88,0.0011624775149605302,0.013978290286931127,1102.4568309526169,0.008779859542846604,7.265068483352659,0.03615846928358399,0.16079442473975095,0.1901538042837534,-7940.190926653621,-87.87548774158289,Transformer
middle_flow,743,1.3703459599136825,1.8039252499712588,31.640133421846798,0.008779859542846604,7.265068483352659,4.4455144385889795,0.9237570279700278,2.1084388629004587,-0.4732016373623127,0.25163287483156505,Transformer
peak_flow_obs_ge_p95,44,11.944531570781361,10.29312025416981,-13.825668313784881,0.008779859542846604,7.265068483352659,67.62192333587457,5.2069457227533515,8.22325503288537,-0.9948958576150264,0.21294170794690948,Transformer
