epoch,train_loss,val_loss,val_nse,val_kge
1,0.70659104691808,0.5769086847297923,0.4230913152702077,0.4363185025452889
2,0.5165101058407927,0.4645173250283927,0.5354826749716073,0.5473320375543773
3,0.4496820878009407,0.4573796990723551,0.5426203009276449,0.5989648815042915
4,0.4010955120283067,0.39208197713250803,0.607918022867492,0.5918890387700491
5,0.4064212082710691,0.4404457550254983,0.5595542449745017,0.5490034489709286
6,0.38409924385498984,0.39199558680406565,0.6080044131959343,0.6316778867015826
7,0.36430432796478274,0.4038259495832479,0.5961740504167521,0.6433570767371288
8,0.33261201487843756,0.3846327507221957,0.6153672492778043,0.6479846732658936
9,0.36768829362511857,0.42402288388176956,0.5759771161182304,0.5478513778479787
10,0.31959219246494525,0.427452602433103,0.572547397566897,0.6185823380322231
11,0.3522919428812993,0.3957845000602669,0.6042154999397331,0.6698026086803861
12,0.3291835621690485,0.4518176377972374,0.5481823622027626,0.6487471530110466
13,0.3061929425414728,0.3925406367173494,0.6074593632826506,0.6619215319288674
14,0.3215355508845016,0.40667421705172435,0.5933257829482756,0.5579220452558494
15,0.33602250064679995,0.3862863036546583,0.6137136963453417,0.6888290239904101
16,0.276326530563588,0.4803617301729146,0.5196382698270854,0.5781861550463705
17,0.27251255317610135,0.4695683321985913,0.5304316678014087,0.516085429017294
18,0.29208130876296967,0.4225145350741816,0.5774854649258184,0.6287140606996664
