hidden_size,best_val_loss_mean,best_val_loss_std,best_val_loss_max,best_val_loss_min,best_val_nse_mean,best_val_nse_std,best_val_nse_max,best_val_nse_min,best_val_kge_mean,best_val_kge_std,best_val_kge_max,best_val_kge_min,test_nse_mean,test_nse_std,test_nse_max,test_nse_min,test_kge_mean,test_kge_std,test_kge_max,test_kge_min,test_rmse_mean,test_rmse_std,test_rmse_max,test_rmse_min,test_mse_mean,test_mse_std,test_mse_max,test_mse_min,test_mae_mean,test_mae_std,test_mae_max,test_mae_min
32,0.3265476150237327,0.11175126316903389,0.4991768463844844,0.1710272930374138,0.6196683327081074,0.07448414419881941,0.7668814897669448,0.5122577888126214,0.713864402344877,0.06587158692191716,0.8471092858355945,0.6077700292684307,0.37818796840499075,0.09886709802097804,0.5468828364145486,-0.023579709718241082,0.627936064927262,0.0819990627614109,0.7569124707262596,0.31608061199858284,2.411064436242364,0.21616632266402963,3.0406190021800197,1.9512884615238713,5.858986097286505,1.0533893690146445,9.245363916418219,3.8075266600761966,1.0862007827461653,0.10204421243268404,1.3771058371278355,0.8721513038979318
64,0.3293539705406808,0.11376287794178061,0.5595906419566271,0.1680268677893314,0.6161368415958075,0.07776678363932328,0.7709712156011254,0.4850311428041705,0.7187256175550584,0.06659944661338292,0.8636025651840245,0.6002520025463511,0.3802964443374955,0.10115344837741932,0.5377836325829799,0.10075319806444916,0.6200016514417884,0.07252478728801798,0.7602757455859285,0.4256876113860384,2.4073121340815393,0.23817372370488216,3.0022150937442027,1.9906691895965916,5.85069662683751,1.1649461195197492,9.013295469105511,3.962763822409151,1.1069417244113864,0.10379251247978315,1.300313165806945,0.8784346883810882
128,0.3724107895757503,0.13690312166289287,0.7283828977802241,0.1736499011380535,0.5645647488076893,0.11025896070244336,0.7633067460151954,0.2852193420863964,0.6724002663022893,0.11978751452805977,0.8451643050432119,0.315343463913171,0.3414960875236879,0.10879843911135222,0.5214490757745616,0.059907802961238876,0.572499594793373,0.11713884856877661,0.7461322769428429,0.2553162947979083,2.4796716569130965,0.2325215225433717,2.9758548604004287,2.005304366938028,6.201711404159738,1.158284525355346,8.855712150168856,4.021245604060725,1.1837817155373065,0.1636321502617652,1.5922663872619571,0.9005925232100446
256,0.43650567273606106,0.16626000092572435,0.855294431627327,0.1773552406914113,0.4865647909285635,0.15496669849694575,0.7582561911316579,0.1621944287093445,0.5905310577225112,0.18140607337992434,0.8430121836991533,0.1540029964550012,0.2542019531403537,0.12327903303975066,0.49400299563129846,-0.06302204486693253,0.5013987454897973,0.13600447362656298,0.7321866121870726,0.14909503763214016,2.6373779263670616,0.23540352368713038,3.030557794682091,2.135007659130153,7.010022670057448,1.2238898552778774,9.184280546908381,4.558257704544416,1.320742251490622,0.21515695768202941,1.7970996712057028,0.8943565462642973
