lr,best_val_loss_mean,best_val_loss_std,best_val_loss_max,best_val_loss_min,best_val_nse_mean,best_val_nse_std,best_val_nse_max,best_val_nse_min,best_val_kge_mean,best_val_kge_std,best_val_kge_max,best_val_kge_min,test_nse_mean,test_nse_std,test_nse_max,test_nse_min,test_kge_mean,test_kge_std,test_kge_max,test_kge_min,test_rmse_mean,test_rmse_std,test_rmse_max,test_rmse_min,test_mse_mean,test_mse_std,test_mse_max,test_mse_min,test_mae_mean,test_mae_std,test_mae_max,test_mae_min
0.0005,0.32929252866086084,0.11018478626955792,0.5333208609605926,0.1752401030015493,0.6159441931279546,0.07152799336464276,0.7611392267480331,0.5300011514673959,0.7202827558900998,0.0646948627623902,0.861257748767977,0.6044971202356721,0.3728285569044797,0.08929251246766234,0.5284087378831007,0.1712325452209894,0.6025624294773262,0.0896552514770484,0.7349952522698987,0.30987456440611283,2.421711751291514,0.19840223925601053,2.86770071268495,1.9906691895965916,5.903436201001745,0.9651105862435061,8.223707377533769,3.962763822409151,1.1216671830637754,0.12134213995267325,1.4928708439642426,0.8784346883810882
0.001,0.33823744203628064,0.12177341950384454,0.6456188001701518,0.1680268677893314,0.6067192433317975,0.08424923424299229,0.7709712156011254,0.4387750521586233,0.718027395013795,0.06873061445762628,0.8636025651840245,0.5941581162978467,0.3289406264122033,0.1313830619876887,0.5426619572421962,-0.06302204486693253,0.5927621479362682,0.1137323477349904,0.7602757455859285,0.14909503763214016,2.499561232028863,0.2554950304795132,3.0406190021800197,1.960355720438407,6.312064099033255,1.2865871470079697,9.245363916418219,3.842994550655586,1.136167307858473,0.16256846954046594,1.6200480457712678,0.8721513038979318
0.003,0.4310835652100272,0.1618020239114751,0.855294431627327,0.1809436877122086,0.49253759907037364,0.15046527915295196,0.7533649685923262,0.1621944287093445,0.5833308570396574,0.16864334918253918,0.8471092858355945,0.1540029964550012,0.31386765673821293,0.12611746890199635,0.5468828364145486,0.05852985181450776,0.5460524650755709,0.133678343666716,0.7483551119655303,0.1934575234308995,2.5302966318826687,0.2726216116537656,3.030557794682091,1.9512884615238713,6.4755622987209005,1.3689881950651994,9.184280546908381,3.8075266600761966,1.2654153647168618,0.20546774521678332,1.7970996712057028,0.925403659993952
