epoch,train_loss,val_loss,val_nse,val_kge
1,0.8222077505155043,0.5251029921046804,0.28425912941577003,-0.16126531934195198
2,0.6666194943500361,0.26638725178755734,0.6369012499428817,0.6848692660670351
3,0.5556297231085446,0.33806547731935477,0.5392003512658672,0.35418172736857434
4,0.5363058257412601,0.26317146956774123,0.6412845283353681,0.590574143895027
5,0.4960462588364179,0.2666913561449711,0.6364867398955121,0.6346010699636042
6,0.48489156632730823,0.2367891473732261,0.6772448825613444,0.6498228488767344
7,0.44357462446991497,0.22485903244507446,0.693506223676326,0.7159916696994553
8,0.45412066364885484,0.2850642863870337,0.6114435432244252,0.41371112374808006
9,0.42426688438886173,0.23987491389087748,0.6730388490854682,0.6327608380136471
10,0.42080992513261944,0.1743771065570665,0.7623155289524617,0.8339814125617844
11,0.38961895339066555,0.23276683537059287,0.6827274959436759,0.8367843678588943
12,0.4356863769977345,0.22608399621088038,0.6918365359714261,0.7698532694367446
13,0.38036107167753636,0.2988901913542761,0.5925981629898294,0.5263131705834179
14,0.3990232391751169,0.26358824132868414,0.6407164217729739,0.6807812681259693
15,0.41263860942923736,0.22195668568824198,0.6974622507831133,0.7852659729273003
16,0.34468471625429303,0.27455141300523883,0.6257730925566641,0.6430497802260686
17,0.34408995865780256,0.18236269401909594,0.7514308002946786,0.7253253558248619
18,0.32579026876331924,0.20309616552477472,0.7231700598161921,0.8124343846149524
19,0.28047829906495914,0.3188742755718655,0.5653588663789217,0.4867647161893751
20,0.3200865242609509,0.24238986142314553,0.6696108422164846,0.6281625120227666
