epoch,train_loss,val_loss,val_nse,val_kge
1,0.5502603700124049,0.2880431681175481,0.5457519115974774,0.5693466661249411
2,0.40296287006097337,0.30911061132920314,0.5125282591194928,0.6265422341768974
3,0.3510197398551443,0.30198910065225165,0.5237589885278127,0.6194092338833748
4,0.3292638473285499,0.3090589836596835,0.5126097004240606,0.47863085823314555
5,0.30204545311211806,0.30060592903271444,0.5259402413804732,0.5884303999661566
6,0.2958820394375222,0.29582382035414145,0.5334817524549089,0.6061281189899648
7,0.27975529132235694,0.35948408271295484,0.433088590158475,0.39214715557975766
8,0.26741772999052826,0.2826902791794739,0.5541935007261178,0.5105486103400718
9,0.2593028286948671,0.3163570615079959,0.5011005007030562,0.5173402927465458
10,0.23212757765697828,0.28301686653749275,0.5536784620798137,0.5887238700409817
11,0.21876823130455425,0.2850112543236275,0.550533272180193,0.5056922543300268
12,0.2384101547469249,0.25825072725839593,0.5927350073151793,0.7147218386832357
13,0.20813014234556287,0.2767151621251429,0.5636163435940036,0.6221185888372147
14,0.21433764681149353,0.2975975194164975,0.5306845682852276,0.5334616014319853
15,0.20338666848703166,0.281094580421906,0.5567099371593233,0.6340551856546666
16,0.2105079218324148,0.29771766230339597,0.530495129990203,0.6138619373528067
17,0.2075715452357773,0.29644008289407764,0.5325098782875849,0.5165113986258633
18,0.20592769354939494,0.27941368502979613,0.5593607593882806,0.6135257667021952
19,0.178887436418536,0.3130613588267466,0.5062978978442874,0.5802134733556734
20,0.1854629320168658,0.2881810339203141,0.5455344777722039,0.6416647624567241
21,0.17553315340574313,0.299340866208911,0.527935298097129,0.6549772586224172
22,0.18002549449084293,0.3121527058662042,0.507730856569611,0.4285090981517087
