epoch,train_loss,val_loss,val_nse,val_kge
1,0.6973459527474557,0.4002670142185557,0.36877335782158105,0.40385748813256295
2,0.5272604226816509,0.340408190563699,0.4631715275136371,0.5292724738559483
3,0.4771677417160245,0.310830417483579,0.5098161221928454,0.5795149600561593
4,0.43505760878449273,0.34758810515713107,0.45184871401724935,0.5464528838719482
5,0.40665367192024965,0.29993971300469624,0.5269909011094278,0.6321150010645425
6,0.3853615893666018,0.27937485494620196,0.5594219780756509,0.6651494732703185
7,0.370093660566882,0.28913560014183454,0.5440291358058051,0.6072150348117609
8,0.3544933167776182,0.28575483559483594,0.5493606588881138,0.6871801028943652
9,0.3475459684648229,0.34277034727880135,0.4594464360137085,0.4230372766063637
10,0.33206717784332224,0.3008107784257718,0.5256172136659276,0.6143935041427655
11,0.313294426347003,0.288395653658689,0.5451960550219315,0.6287548570503412
12,0.3093795047445468,0.28901027441528626,0.5442267729862807,0.66290101744801
13,0.30719982058084316,0.2771356195096865,0.5629532915476785,0.6649229193852955
14,0.29632011813480963,0.26467624667910694,0.582601878988087,0.6645525168207604
15,0.2914289184083095,0.26918977235356506,0.5754839792392812,0.5784207241908187
16,0.28241362209771553,0.2851952060634729,0.5502431937137859,0.642986655948542
17,0.26688326658182493,0.2808875129345587,0.5570364989280021,0.6318112725203198
18,0.2736343370582633,0.2740788757729219,0.5677738210575201,0.6377194321674416
19,0.2562111501267194,0.3107298116529532,0.509974783696462,0.5765518884911598
20,0.25299824360147755,0.2812413464879754,0.5564785019341352,0.6275678856692788
21,0.259040590183315,0.2877222002131214,0.5462580898706375,0.6435722801394888
22,0.2478786079582641,0.27583737992004526,0.565000607308114,0.6472961120339674
23,0.2429533029797022,0.28064564967863354,0.5574178985248168,0.6707811690783068
24,0.24311728195341611,0.2829205042594809,0.5538304244692162,0.7153435933456846
