epoch,train_loss,val_loss,val_nse,val_kge
1,0.8553235978844643,0.5422014690186145,0.14494072687877813,0.029936761978115456
2,0.7295861269986533,0.44718972080570607,0.29477559788210517,0.2139770477678835
3,0.6487951511998035,0.3955372290481874,0.3762322636389359,0.365777757336454
4,0.5736897383701393,0.3810474480174022,0.39908283974542835,0.44613192428738846
5,0.5419588744091383,0.35642278034280156,0.4379163013619629,0.4820992890101573
6,0.5162214896106999,0.3453102571262316,0.45544089865430526,0.5114272388672476
7,0.5006008077742432,0.33535735799111455,0.4711368012653717,0.5358992023862374
8,0.48248379699783955,0.3245505628196502,0.48817923844889277,0.5560883406203994
9,0.46659558608050855,0.31650768084387,0.5008630069071041,0.5830949579731267
10,0.45265198706283005,0.3187321197672173,0.49735499455183363,0.5772953170275721
11,0.43425302551406875,0.31010932082173337,0.5109532935302963,0.5987968675086908
12,0.428396982593374,0.3049031689500126,0.5191634756324326,0.6037306065752488
13,0.41530060339765845,0.2963404511514853,0.532666984200042,0.6190038734332759
14,0.39955209742502695,0.29209381717494165,0.5393639715169085,0.6229639103862104
15,0.3921665670383985,0.29658742411422684,0.532277513892504,0.6162464681329276
16,0.37592767898909313,0.2922607144696712,0.5391008036147873,0.6289323410504453
17,0.3807462143425565,0.2856162723235704,0.5495791616960222,0.6331780694555551
18,0.3674623703377692,0.27680567271388684,0.5634736085652963,0.6665729317503188
19,0.3759260123235335,0.2837708736943051,0.5524893673951479,0.6286786246887194
20,0.364248999696253,0.28038397298012613,0.5578305558706919,0.641723781093036
21,0.3544110801822641,0.28496612722466647,0.5506044470210523,0.6410233204737494
22,0.3548715781714708,0.2713071430532619,0.5721448456696137,0.6718556216119012
23,0.34387737212319497,0.27481636043444324,0.566610798667637,0.6633125772678756
24,0.3435752858604561,0.2765283866128896,0.5639108815607716,0.652787022288351
25,0.33183281827731537,0.27725479703133615,0.5627653432513201,0.6783786814524676
26,0.3314155858345881,0.28343303147931714,0.5530221724765572,0.6306625498320655
27,0.322282302011134,0.2692422107029753,0.5754013151928874,0.6806800998766096
28,0.32151688303057124,0.275998807335485,0.5647460426327937,0.6031471459405044
29,0.31075699887327596,0.27470297643022074,0.5667895611236262,0.652086807880635
30,0.3143575187463718,0.27661944641979663,0.5637673224255239,0.648913428215145
31,0.31260881900887166,0.2653263626318655,0.5815766547645058,0.6652214008171162
32,0.3048918437365543,0.27910081857054897,0.5598541237170948,0.6324165398874106
33,0.29723919287818856,0.2618521322226207,0.5870555481724633,0.6718923518956827
34,0.29615180646444944,0.27761252690185356,0.5622011838470109,0.6430977122027083
35,0.30444131037384115,0.2767005065197813,0.5636394481297422,0.6191867006582497
36,0.29712945219111647,0.2768700674021914,0.563372042976698,0.6447326573212688
37,0.2897757727100701,0.27966298203480794,0.55896757860281,0.6519053149186109
38,0.2952085563524655,0.26876189301714665,0.5761587797847176,0.6738580333396431
39,0.27532639347605287,0.2751924340760403,0.5660177160333077,0.6336009026953136
40,0.28091146632043335,0.2630350754327839,0.5851900264118399,0.6756354357999206
41,0.2924756635725914,0.2690006138308923,0.5757823070016794,0.6662394641996514
42,0.27942132679919707,0.27839798350611406,0.5609625167584575,0.6399300951328931
43,0.2747456525669995,0.27941032724938375,0.5593660260340844,0.6616239314651948
