regime,n_samples,observed_mean,predicted_mean,percent_bias,low_flow_threshold_p10,peak_flow_threshold_p95,mse,mae,rmse,nse,kge
all,875,1.764375697544643,2.0507929616655622,16.23334896980876,0.008779859542846604,7.265068483352659,7.17893005708234,1.0624079919542586,2.6793525443812616,0.2765229453934034,0.6264896264846989
low_flow_obs_le_p10,88,0.0011624775149605302,0.013978290286931127,1102.4568309526169,0.008779859542846604,7.265068483352659,0.03615846928358399,0.16079442473975095,0.1901538042837534,-7940.190926653621,-87.87548774158289
middle_flow,743,1.3703459599136825,1.8039252499712588,31.640133421846798,0.008779859542846604,7.265068483352659,4.4455144385889795,0.9237570279700278,2.1084388629004587,-0.4732016373623127,0.2516328748315648
peak_flow_obs_ge_p95,44,11.944531570781361,10.29312025416981,-13.825668313784881,0.008779859542846604,7.265068483352659,67.62192333587454,5.2069457227533515,8.223255032885369,-0.9948958576150269,0.21294170794690925
