batch_size,best_val_loss_mean,best_val_loss_std,best_val_loss_max,best_val_loss_min,best_val_nse_mean,best_val_nse_std,best_val_nse_max,best_val_nse_min,best_val_kge_mean,best_val_kge_std,best_val_kge_max,best_val_kge_min,test_nse_mean,test_nse_std,test_nse_max,test_nse_min,test_kge_mean,test_kge_std,test_kge_max,test_kge_min,test_rmse_mean,test_rmse_std,test_rmse_max,test_rmse_min,test_mse_mean,test_mse_std,test_mse_max,test_mse_min,test_mae_mean,test_mae_std,test_mae_max,test_mae_min
32,0.2077194357568762,0.05005705423894733,0.3388827797390666,0.1235364777951468,0.6820557759729055,0.06232170141983837,0.792996433931182,0.5589769166055423,0.7654617317177624,0.05402646456784849,0.8478466610194664,0.6217667292003093,0.3885913145162834,0.11350338259988817,0.683469691066401,0.14861364027040525,0.6336046802462418,0.07176144154599899,0.8400992457531127,0.4807633622035693,2.4339154035767905,0.3914202807876361,3.1349820517992066,1.511331643127646,6.073962156392494,1.8364050742008609,9.828112465103164,2.2841233355189106,1.0566537968522254,0.15609884530491733,1.312118162805421,0.7180979696773736
64,0.21038219041727693,0.05284262737080287,0.3888002047543505,0.1247925085017181,0.6779231399430111,0.0665365134004687,0.7915254790793418,0.5452081170591605,0.758084142794844,0.06109058089562745,0.8462359662841317,0.5745662580210132,0.37977233596639054,0.1147411440283506,0.7145949311918767,0.024834143564288036,0.6360677740369932,0.058779405971581426,0.749359928368649,0.44427985077376864,2.4484357354660387,0.36832708075021936,3.167752637166199,1.4351026471612864,6.12767603832081,1.7309617293095443,10.034656770273408,2.059519607889332,1.051641488120296,0.14931513100014576,1.3958841325711957,0.734923092048732
128,0.2181932055309798,0.050329128196104723,0.3666932100341433,0.1493918003682586,0.6608726271336692,0.0811032873264424,0.8099140036262876,0.54016527237322,0.7491834144489412,0.06328178139210609,0.8637760420513609,0.5800192341350434,0.38506576403077775,0.09899491122259477,0.6300761498990641,0.18359975764530911,0.6194548963708061,0.05666274778017844,0.7553084740194552,0.492902055108113,2.4420558152249643,0.36293581347600035,3.00617066830476,1.6338353593841937,6.0926147926128955,1.6936733262052854,9.037062086975887,2.6694179815740773,1.083231972621909,0.16525728141856585,1.4117333177264064,0.7244725191695058
