seq_len,best_val_loss_mean,best_val_loss_std,best_val_loss_max,best_val_loss_min,best_val_nse_mean,best_val_nse_std,best_val_nse_max,best_val_nse_min,best_val_kge_mean,best_val_kge_std,best_val_kge_max,best_val_kge_min,test_nse_mean,test_nse_std,test_nse_max,test_nse_min,test_kge_mean,test_kge_std,test_kge_max,test_kge_min,test_rmse_mean,test_rmse_std,test_rmse_max,test_rmse_min,test_mse_mean,test_mse_std,test_mse_max,test_mse_min,test_mae_mean,test_mae_std,test_mae_max,test_mae_min
90,0.2535241371534315,0.01759540967227379,0.2915857256605075,0.2120983480382947,0.600188913925913,0.027748206798348527,0.66551796365395,0.54016527237322,0.7077126748863107,0.030960676456364068,0.7715604107997487,0.6301035861047155,0.36632993435645256,0.06835873355641228,0.48488653533993054,0.19965340754062733,0.6389182040777887,0.05119483560011172,0.7328131328707117,0.4807633622035693,2.54873410329312,0.13549753366681602,2.868321546012921,2.301125134818213,6.51389512254057,0.702702629078654,8.227268491321954,5.295176886092138,1.1057890468936624,0.08084798446551855,1.312118162805421,0.9484142604718819
120,0.19328819169626119,0.014415118546524837,0.2224101454542761,0.1678330257147801,0.7365388098241986,0.019648506008441223,0.7712354341785937,0.6968441813172382,0.8104106139556609,0.03163339865990017,0.8637760420513609,0.741049371864285,0.37894429906075416,0.06843332313063345,0.521102051261101,0.18359975764530911,0.6330578402404321,0.05623864180234529,0.7114560111227586,0.4953337006789237,2.4789007684180517,0.13482460597122398,2.8462237786217868,2.179912032412979,6.162621758639588,0.6790513081243107,8.100989797992082,4.752016469058884,1.0750616849206742,0.07602513185511191,1.2379225394385203,0.9468742394447327
150,0.24346434161514618,0.05973233882726984,0.3888002047543505,0.1625039076969987,0.7152120209865043,0.06987080737669744,0.8099140036262876,0.5452081170591605,0.7397200833563599,0.0725049685354474,0.8319424432298249,0.5745662580210132,0.48662941200978665,0.12359022519836013,0.7145949311918767,0.024834143564288036,0.6366246648380074,0.0913070865729244,0.8400992457531127,0.44427985077376864,1.9120852045844334,0.22330095365524705,2.6527197328989134,1.4351026471612864,3.704548053385612,0.891842927676259,7.0369219813112815,2.059519607889332,0.8535532290614191,0.08418655323371313,1.0213211354536889,0.7180979696773736
180,0.15811643847533843,0.019329992541181486,0.1975676852962227,0.1235364777951468,0.6425289793294984,0.043701417845287964,0.7207076584181138,0.5533372534191876,0.7724623464170653,0.035921063122382677,0.8372544388253452,0.7017135852812962,0.3060022405909423,0.07826380564124759,0.4298606919802327,0.1307211909596997,0.6102357583824933,0.037791074406912116,0.6666116001982019,0.49894061864627526,2.8261558627281196,0.15749423315692893,3.167752637166199,2.5654420381279857,8.011272381869164,0.903450560370094,10.034656770273408,6.581492850994274,1.2209657159168184,0.08890024243094782,1.4117333177264064,1.0625876557062568
